2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050,growth_2017_2050,annual_growth_2017_2050,growthrates
f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4
capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,,,
5.856380000000000000e+05,5.880440000000000000e+05,5.946370000000000000e+05,5.909250000000000000e+05,5.882140000000000000e+05,5.862500000000000000e+05,5.851070000000000000e+05,5.854990000000000000e+05,5.858920000000000000e+05,5.871700000000000000e+05,5.884710000000000000e+05,5.896020000000000000e+05,5.890440000000000000e+05,5.868630000000000000e+05,5.851550000000000000e+05,5.834310000000000000e+05,5.810260000000000000e+05,5.791820000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.659208590164780617e-04
1.869240000000000000e+05,1.873600000000000000e+05,1.922760000000000000e+05,1.912410000000000000e+05,1.903000000000000000e+05,1.895030000000000000e+05,1.888240000000000000e+05,1.886400000000000000e+05,1.882930000000000000e+05,1.880450000000000000e+05,1.878650000000000000e+05,1.875780000000000000e+05,1.867860000000000000e+05,1.853610000000000000e+05,1.840210000000000000e+05,1.828790000000000000e+05,1.816820000000000000e+05,1.805080000000000000e+05,1.791455312500000000e+05,1.777772968750000000e+05,1.764075937500000000e+05,1.750405937500000000e+05,1.736801250000000000e+05,1.723298593750000000e+05,1.709934062500000000e+05,1.696743281250000000e+05,1.683761875000000000e+05,1.671025156250000000e+05,1.658567812500000000e+05,1.646287656250000000e+05,1.634218906250000000e+05,1.622386093750000000e+05,1.610780000000000000e+05,1.599382656250000000e+05,1.588176250000000000e+05,1.577143125000000000e+05,1.566265156250000000e+05,1.555525000000000000e+05,1.544904843750000000e+05,1.534386875000000000e+05,1.523953750000000000e+05,1.513585625000000000e+05,1.503253593750000000e+05,1.492927031250000000e+05,1.482575000000000000e+05,1.472167187500000000e+05,1.461673125000000000e+05,1.451062187500000000e+05,1.440304531250000000e+05,1.429370000000000000e+05,1.418229062500000000e+05,-2.143123745918273926e-01,-7.282316684722900391e-03,-2.696760464459657669e-03
1.419580000000000000e+05,1.437400000000000000e+05,1.467900000000000000e+05,1.459360000000000000e+05,1.454150000000000000e+05,1.450340000000000000e+05,1.449230000000000000e+05,1.452830000000000000e+05,1.457190000000000000e+05,1.465830000000000000e+05,1.474740000000000000e+05,1.481930000000000000e+05,1.485490000000000000e+05,1.486040000000000000e+05,1.487860000000000000e+05,1.488240000000000000e+05,1.486450000000000000e+05,1.485400000000000000e+05,1.480435781250000000e+05,1.475134843750000000e+05,1.469531562500000000e+05,1.463660625000000000e+05,1.457554375000000000e+05,1.451244843750000000e+05,1.444764375000000000e+05,1.438145625000000000e+05,1.431421875000000000e+05,1.424626718750000000e+05,1.417793593750000000e+05,1.411074687500000000e+05,1.404500781250000000e+05,1.398094843750000000e+05,1.391850312500000000e+05,1.385752968750000000e+05,1.379788437500000000e+05,1.373942187500000000e+05,1.368199218750000000e+05,1.362545000000000000e+05,1.356964218750000000e+05,1.351441718750000000e+05,1.345962187500000000e+05,1.340508125000000000e+05,1.335053437500000000e+05,1.329570156250000000e+05,1.324029531250000000e+05,1.318403281250000000e+05,1.312662500000000000e+05,1.306778203125000000e+05,1.300721406250000000e+05,1.294462734375000000e+05,1.287973125000000000e+05,-1.329115629196166992e-01,-4.312336444854736328e-03,2.303867368027567863e-03
2.567560000000000000e+05,2.569440000000000000e+05,2.555710000000000000e+05,2.537480000000000000e+05,2.524990000000000000e+05,2.517130000000000000e+05,2.513600000000000000e+05,2.515760000000000000e+05,2.518800000000000000e+05,2.525420000000000000e+05,2.531320000000000000e+05,2.538310000000000000e+05,2.537090000000000000e+05,2.528980000000000000e+05,2.523480000000000000e+05,2.517280000000000000e+05,2.506990000000000000e+05,2.501340000000000000e+05,2.484825781250000000e+05,2.468114687500000000e+05,2.451266875000000000e+05,2.434341093750000000e+05,2.417391562500000000e+05,2.400470781250000000e+05,2.383630468750000000e+05,2.366922031250000000e+05,2.350397031250000000e+05,2.334106718750000000e+05,2.318101562500000000e+05,2.302327500000000000e+05,2.286832812500000000e+05,2.271652656250000000e+05,2.256774531250000000e+05,2.242173906250000000e+05,2.227826250000000000e+05,2.213707187500000000e+05,2.199791406250000000e+05,2.186054843750000000e+05,2.172472656250000000e+05,2.159020000000000000e+05,2.145672343750000000e+05,2.132401875000000000e+05,2.119167812500000000e+05,2.105926718750000000e+05,2.092634375000000000e+05,2.079247812500000000e+05,2.065723281250000000e+05,2.052017187500000000e+05,2.038086562500000000e+05,2.023887968750000000e+05,2.009378906250000000e+05,-1.966789960861206055e-01,-6.614446640014648438e-03,-1.572233741171658039e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
4.047018400000000000e+07,4.066554400000000000e+07,4.103528000000000000e+07,4.182784000000000000e+07,4.254745200000000000e+07,4.329633600000000000e+07,4.400997200000000000e+07,4.478466400000000000e+07,4.566894000000000000e+07,4.623927200000000000e+07,4.648662000000000000e+07,4.666717600000000000e+07,4.681822000000000000e+07,4.672788800000000000e+07,4.651220000000000000e+07,4.644956400000000000e+07,4.644010000000000000e+07,4.652802400000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,7.127502467483282089e-03
4.304175000000000000e+06,4.297107000000000000e+06,4.295881000000000000e+06,4.309136000000000000e+06,4.322012000000000000e+06,4.338130000000000000e+06,4.354637000000000000e+06,4.374557000000000000e+06,4.403112000000000000e+06,4.428402000000000000e+06,4.438080000000000000e+06,4.440147000000000000e+06,4.438607000000000000e+06,4.419822000000000000e+06,4.393883000000000000e+06,4.369890000000000000e+06,4.343531000000000000e+06,4.326008000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-3.023358585778623819e-04
2.702471000000000000e+06,2.698025000000000000e+06,2.696809000000000000e+06,2.705159000000000000e+06,2.711586000000000000e+06,2.720689000000000000e+06,2.730107000000000000e+06,2.741074000000000000e+06,2.754766000000000000e+06,2.767469000000000000e+06,2.772466000000000000e+06,2.773411000000000000e+06,2.771916000000000000e+06,2.761989000000000000e+06,2.747226000000000000e+06,2.734656000000000000e+06,2.720102000000000000e+06,2.710216000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-3.540434991009533405e-04
1.096111000000000000e+06,1.095881000000000000e+06,1.096076000000000000e+06,1.100951000000000000e+06,1.104703000000000000e+06,1.109964000000000000e+06,1.115415000000000000e+06,1.121341000000000000e+06,1.128598000000000000e+06,1.135281000000000000e+06,1.138110000000000000e+06,1.140071000000000000e+06,1.141178000000000000e+06,1.138499000000000000e+06,1.133330000000000000e+06,1.128694000000000000e+06,1.124114000000000000e+06,1.121771000000000000e+06,1.116131000000000000e+06,1.110797750000000000e+06,1.105786375000000000e+06,1.101111000000000000e+06,1.096784125000000000e+06,1.092817250000000000e+06,1.089221875000000000e+06,1.086009125000000000e+06,1.083189000000000000e+06,1.080770625000000000e+06,1.078762875000000000e+06,1.076944750000000000e+06,1.075325625000000000e+06,1.073908750000000000e+06,1.072674750000000000e+06,1.071598500000000000e+06,1.070656125000000000e+06,1.069823875000000000e+06,1.069078750000000000e+06,1.068398000000000000e+06,1.067759625000000000e+06,1.067142375000000000e+06,1.066525125000000000e+06,1.065885875000000000e+06,1.065197625000000000e+06,1.064432000000000000e+06,1.063561000000000000e+06,1.062556125000000000e+06,1.061388250000000000e+06,1.060027500000000000e+06,1.058442625000000000e+06,1.056600375000000000e+06,1.054465625000000000e+06,-5.999922752380371094e-02,-1.873254776000976562e-03,8.405631524510681629e-04
3.625650000000000000e+05,3.598180000000000000e+05,3.573010000000000000e+05,3.556980000000000000e+05,3.543430000000000000e+05,3.533570000000000000e+05,3.526200000000000000e+05,3.522450000000000000e+05,3.526380000000000000e+05,3.523260000000000000e+05,3.510000000000000000e+05,3.495230000000000000e+05,3.476300000000000000e+05,3.448530000000000000e+05,3.418220000000000000e+05,3.389210000000000000e+05,3.361360000000000000e+05,3.336100000000000000e+05,3.301501875000000000e+05,3.268685312500000000e+05,3.237670000000000000e+05,3.208474687500000000e+05,3.181116875000000000e+05,3.155610000000000000e+05,3.131970937500000000e+05,3.110215000000000000e+05,3.090353437500000000e+05,3.072395937500000000e+05,3.056352187500000000e+05,3.040950312500000000e+05,3.026217500000000000e+05,3.012163437500000000e+05,2.998729062500000000e+05,2.985839687500000000e+05,2.973424062500000000e+05,2.961410625000000000e+05,2.949730937500000000e+05,2.938315937500000000e+05,2.927100000000000000e+05,2.916019062500000000e+05,2.905009687500000000e+05,2.894004687500000000e+05,2.882922500000000000e+05,2.871677187500000000e+05,2.860184062500000000e+05,2.848356250000000000e+05,2.836104375000000000e+05,2.823337812500000000e+05,2.809960625000000000e+05,2.795871250000000000e+05,2.780965000000000000e+05,-1.664023995399475098e-01,-5.500078201293945312e-03,-5.214350763708353043e-03
3.413750000000000000e+05,3.396810000000000000e+05,3.381610000000000000e+05,3.373070000000000000e+05,3.360210000000000000e+05,3.350660000000000000e+05,3.341310000000000000e+05,3.335430000000000000e+05,3.328070000000000000e+05,3.321640000000000000e+05,3.316480000000000000e+05,3.300170000000000000e+05,3.281840000000000000e+05,3.253930000000000000e+05,3.218010000000000000e+05,3.187390000000000000e+05,3.146630000000000000e+05,3.115780000000000000e+05,3.081446875000000000e+05,3.048887812500000000e+05,3.018116875000000000e+05,2.989147812500000000e+05,2.961993125000000000e+05,2.936661250000000000e+05,2.913165312500000000e+05,2.891516562500000000e+05,2.871722500000000000e+05,2.853788750000000000e+05,2.837721875000000000e+05,2.822266875000000000e+05,2.807449375000000000e+05,2.793278125000000000e+05,2.779698125000000000e+05,2.766639062500000000e+05,2.754034375000000000e+05,2.741817187500000000e+05,2.729923125000000000e+05,2.718287812500000000e+05,2.706850000000000000e+05,2.695549687500000000e+05,2.684326875000000000e+05,2.673119375000000000e+05,2.661850625000000000e+05,2.650440312500000000e+05,2.638808750000000000e+05,2.626875000000000000e+05,2.614555312500000000e+05,2.601764843750000000e+05,2.588413750000000000e+05,2.574407187500000000e+05,2.559647343750000000e+05,-1.784890890121459961e-01,-5.940139293670654297e-03,-5.948956124484539032e-03
9.024200000000000000e+05,9.026450000000000000e+05,9.052710000000000000e+05,9.112030000000000000e+05,9.165190000000000000e+05,9.223020000000000000e+05,9.279410000000000000e+05,9.339450000000000000e+05,9.407230000000000000e+05,9.476980000000000000e+05,9.517080000000000000e+05,9.538000000000000000e+05,9.549240000000000000e+05,9.532440000000000000e+05,9.502730000000000000e+05,9.483020000000000000e+05,9.451890000000000000e+05,9.432570000000000000e+05,9.394886250000000000e+05,9.359366875000000000e+05,9.326145000000000000e+05,9.295345625000000000e+05,9.267078125000000000e+05,9.241443750000000000e+05,9.218543750000000000e+05,9.198475000000000000e+05,9.181325625000000000e+05,9.167176875000000000e+05,9.156106875000000000e+05,9.146611250000000000e+05,9.138767500000000000e+05,9.132601875000000000e+05,9.127951250000000000e+05,9.124605625000000000e+05,9.122363750000000000e+05,9.121025625000000000e+05,9.120398125000000000e+05,9.120289375000000000e+05,9.120495000000000000e+05,9.120844375000000000e+05,9.121176250000000000e+05,9.121319375000000000e+05,9.121041875000000000e+05,9.120095000000000000e+05,9.118243750000000000e+05,9.115251875000000000e+05,9.110874375000000000e+05,9.104863125000000000e+05,9.096956875000000000e+05,9.086878750000000000e+05,9.074335625000000000e+05,-3.797847032546997070e-02,-1.172602176666259766e-03,2.010832540690898895e-03
1.068287000000000000e+06,1.064851000000000000e+06,1.062786000000000000e+06,1.062326000000000000e+06,1.062412000000000000e+06,1.062753000000000000e+06,1.063488000000000000e+06,1.065287000000000000e+06,1.071079000000000000e+06,1.076276000000000000e+06,1.077102000000000000e+06,1.075869000000000000e+06,1.074308000000000000e+06,1.067797000000000000e+06,1.058975000000000000e+06,1.049875000000000000e+06,1.040925000000000000e+06,1.034302000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.504285424947738647e-03
1.068287000000000000e+06,1.064851000000000000e+06,1.062786000000000000e+06,1.062326000000000000e+06,1.062412000000000000e+06,1.062753000000000000e+06,1.063488000000000000e+06,1.065287000000000000e+06,1.071079000000000000e+06,1.076276000000000000e+06,1.077102000000000000e+06,1.075869000000000000e+06,1.074308000000000000e+06,1.067797000000000000e+06,1.058975000000000000e+06,1.049875000000000000e+06,1.040925000000000000e+06,1.034302000000000000e+06,1.026048875000000000e+06,1.018220437500000000e+06,1.010827125000000000e+06,1.003878937500000000e+06,9.973847500000000000e+05,9.913523125000000000e+05,9.857900625000000000e+05,9.807058750000000000e+05,9.761064375000000000e+05,9.719977500000000000e+05,9.683856250000000000e+05,9.649593125000000000e+05,9.617274375000000000e+05,9.586929375000000000e+05,9.558378125000000000e+05,9.531390000000000000e+05,9.505744375000000000e+05,9.481221250000000000e+05,9.457608750000000000e+05,9.434695000000000000e+05,9.412277500000000000e+05,9.390158750000000000e+05,9.368143125000000000e+05,9.346025000000000000e+05,9.323553125000000000e+05,9.300463125000000000e+05,9.276494375000000000e+05,9.251380000000000000e+05,9.224846250000000000e+05,9.196613750000000000e+05,9.166388125000000000e+05,9.133857500000000000e+05,9.098696250000000000e+05,-1.203056573867797852e-01,-3.876745700836181641e-03,-2.504285424947738647e-03
5.334170000000000000e+05,5.342310000000000000e+05,5.362860000000000000e+05,5.416510000000000000e+05,5.480140000000000000e+05,5.546880000000000000e+05,5.610420000000000000e+05,5.681960000000000000e+05,5.772670000000000000e+05,5.846570000000000000e+05,5.885120000000000000e+05,5.908670000000000000e+05,5.923830000000000000e+05,5.900360000000000000e+05,5.876820000000000000e+05,5.853590000000000000e+05,5.825040000000000000e+05,5.814900000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.103153944015502930e-03
5.334170000000000000e+05,5.342310000000000000e+05,5.362860000000000000e+05,5.416510000000000000e+05,5.480140000000000000e+05,5.546880000000000000e+05,5.610420000000000000e+05,5.681960000000000000e+05,5.772670000000000000e+05,5.846570000000000000e+05,5.885120000000000000e+05,5.908670000000000000e+05,5.923830000000000000e+05,5.900360000000000000e+05,5.876820000000000000e+05,5.853590000000000000e+05,5.825040000000000000e+05,5.814900000000000000e+05,5.802405000000000000e+05,5.790817500000000000e+05,5.780221875000000000e+05,5.770698750000000000e+05,5.762316875000000000e+05,5.755141250000000000e+05,5.749235000000000000e+05,5.744659375000000000e+05,5.741471250000000000e+05,5.739722500000000000e+05,5.739463750000000000e+05,5.740061250000000000e+05,5.741526250000000000e+05,5.743885000000000000e+05,5.747063750000000000e+05,5.750960625000000000e+05,5.755476875000000000e+05,5.760510625000000000e+05,5.765961875000000000e+05,5.771726875000000000e+05,5.777703750000000000e+05,5.783790000000000000e+05,5.789881875000000000e+05,5.795868125000000000e+05,5.801611875000000000e+05,5.806968125000000000e+05,5.811794375000000000e+05,5.815950000000000000e+05,5.819293750000000000e+05,5.821690625000000000e+05,5.823011875000000000e+05,5.823132500000000000e+05,5.821759375000000000e+05,1.179575920104980469e-03,3.576278686523437500e-05,4.103153944015502930e-03
4.106942000000000000e+06,4.112359000000000000e+06,4.128238000000000000e+06,4.170715000000000000e+06,4.208305000000000000e+06,4.252747000000000000e+06,4.296092000000000000e+06,4.347797000000000000e+06,4.417748000000000000e+06,4.463939000000000000e+06,4.476659000000000000e+06,4.485479000000000000e+06,4.489468000000000000e+06,4.472917000000000000e+06,4.450140000000000000e+06,4.441474000000000000e+06,4.432933000000000000e+06,4.436372000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,3.802198916673660278e-03
2.084535000000000000e+06,2.082971000000000000e+06,2.082896000000000000e+06,2.092644000000000000e+06,2.103103000000000000e+06,2.115260000000000000e+06,2.127689000000000000e+06,2.142602000000000000e+06,2.159415000000000000e+06,2.174077000000000000e+06,2.179521000000000000e+06,2.183136000000000000e+06,2.184696000000000000e+06,2.177006000000000000e+06,2.167166000000000000e+06,2.165100000000000000e+06,2.164066000000000000e+06,2.167323000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.958556473255157471e-03
